,crime,cuadrante,difference,end_period1,end_period2,period1_count,period2_count,population,sector,start_period1,start_period2
9282,ROBO A REPARTIDOR C.V.,S-3.3.13,0,2020-05,2021-05,0,0,5535.0,COAPA,2019-06,2020-06
9283,ROBO A REPARTIDOR C.V.,S-3.3.14,-1,2020-05,2021-05,1,0,9495.0,COAPA,2019-06,2020-06
9284,ROBO A REPARTIDOR C.V.,S-3.3.15,1,2020-05,2021-05,0,1,7775.0,COAPA,2019-06,2020-06
9285,ROBO A REPARTIDOR C.V.,S-3.3.16,-2,2020-05,2021-05,2,0,7904.0,COAPA,2019-06,2020-06
9286,ROBO A REPARTIDOR C.V.,S-3.3.17,2,2020-05,2021-05,0,2,7745.0,COAPA,2019-06,2020-06
9287,ROBO A REPARTIDOR C.V.,S-3.3.2,0,2020-05,2021-05,0,0,4044.0,COAPA,2019-06,2020-06
9288,ROBO A REPARTIDOR C.V.,S-3.3.3,0,2020-05,2021-05,0,0,5528.0,COAPA,2019-06,2020-06
9289,ROBO A REPARTIDOR C.V.,S-3.3.4,0,2020-05,2021-05,0,0,1733.0,COAPA,2019-06,2020-06
9290,ROBO A REPARTIDOR C.V.,S-3.3.5,0,2020-05,2021-05,0,0,7773.0,COAPA,2019-06,2020-06
9291,ROBO A REPARTIDOR C.V.,S-3.3.6,0,2020-05,2021-05,0,0,3040.0,COAPA,2019-06,2020-06
9292,ROBO A REPARTIDOR C.V.,S-3.3.7,1,2020-05,2021-05,0,1,5191.0,COAPA,2019-06,2020-06
9293,ROBO A REPARTIDOR C.V.,S-3.3.8,0,2020-05,2021-05,0,0,2681.0,COAPA,2019-06,2020-06
9294,ROBO A REPARTIDOR C.V.,S-3.3.9,0,2020-05,2021-05,0,0,4758.0,COAPA,2019-06,2020-06
9295,ROBO A REPARTIDOR C.V.,S-3.4.1,0,2020-05,2021-05,0,0,8891.0,FUENTE,2019-06,2020-06
9296,ROBO A REPARTIDOR C.V.,S-3.4.10,-10,2020-05,2021-05,10,0,25784.0,FUENTE,2019-06,2020-06
9297,ROBO A REPARTIDOR C.V.,S-3.4.2,-4,2020-05,2021-05,5,1,38354.0,FUENTE,2019-06,2020-06
9298,ROBO A REPARTIDOR C.V.,S-3.4.3,1,2020-05,2021-05,1,2,19945.0,FUENTE,2019-06,2020-06
9299,ROBO A REPARTIDOR C.V.,S-3.4.4,-1,2020-05,2021-05,1,0,26921.0,FUENTE,2019-06,2020-06
9300,ROBO A REPARTIDOR C.V.,S-3.4.5,-1,2020-05,2021-05,3,2,29083.0,FUENTE,2019-06,2020-06
9301,ROBO A REPARTIDOR C.V.,S-3.4.6,0,2020-05,2021-05,0,0,7887.0,FUENTE,2019-06,2020-06
9302,ROBO A REPARTIDOR C.V.,S-3.4.7,0,2020-05,2021-05,0,0,7322.0,FUENTE,2019-06,2020-06
9303,ROBO A REPARTIDOR C.V.,S-3.4.8,-2,2020-05,2021-05,5,3,16132.0,FUENTE,2019-06,2020-06
9304,ROBO A REPARTIDOR C.V.,S-3.4.9,0,2020-05,2021-05,1,1,6707.0,FUENTE,2019-06,2020-06
9305,ROBO A REPARTIDOR C.V.,S-3.5.1,-1,2020-05,2021-05,1,0,7529.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9306,ROBO A REPARTIDOR C.V.,S-3.5.10,1,2020-05,2021-05,2,3,24133.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9307,ROBO A REPARTIDOR C.V.,S-3.5.11,0,2020-05,2021-05,3,3,13285.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9308,ROBO A REPARTIDOR C.V.,S-3.5.12,-3,2020-05,2021-05,4,1,22234.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9309,ROBO A REPARTIDOR C.V.,S-3.5.13,0,2020-05,2021-05,2,2,17069.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9310,ROBO A REPARTIDOR C.V.,S-3.5.14,-2,2020-05,2021-05,6,4,33196.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9311,ROBO A REPARTIDOR C.V.,S-3.5.15,0,2020-05,2021-05,0,0,0.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9312,ROBO A REPARTIDOR C.V.,S-3.5.2,-1,2020-05,2021-05,1,0,11556.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9313,ROBO A REPARTIDOR C.V.,S-3.5.3,0,2020-05,2021-05,0,0,5490.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9314,ROBO A REPARTIDOR C.V.,S-3.5.4,0,2020-05,2021-05,1,1,2833.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9315,ROBO A REPARTIDOR C.V.,S-3.5.5,-1,2020-05,2021-05,3,2,5321.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9316,ROBO A REPARTIDOR C.V.,S-3.5.6,0,2020-05,2021-05,1,1,4307.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9317,ROBO A REPARTIDOR C.V.,S-3.5.7,0,2020-05,2021-05,0,0,5161.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9318,ROBO A REPARTIDOR C.V.,S-3.5.8,0,2020-05,2021-05,0,0,4558.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9319,ROBO A REPARTIDOR C.V.,S-3.5.9,-2,2020-05,2021-05,2,0,18145.0,HUIPULCO-HOSPITALES,2019-06,2020-06
9320,ROBO A REPARTIDOR C.V.,S-3.6.1,1,2020-05,2021-05,0,1,17498.0,PADIERNA,2019-06,2020-06
9321,ROBO A REPARTIDOR C.V.,S-3.6.2,0,2020-05,2021-05,1,1,11116.0,PADIERNA,2019-06,2020-06
9322,ROBO A REPARTIDOR C.V.,S-3.6.3,1,2020-05,2021-05,3,4,20328.0,PADIERNA,2019-06,2020-06
9323,ROBO A REPARTIDOR C.V.,S-3.6.4,1,2020-05,2021-05,2,3,8385.0,PADIERNA,2019-06,2020-06
9324,ROBO A REPARTIDOR C.V.,S-3.6.5,0,2020-05,2021-05,3,3,13223.0,PADIERNA,2019-06,2020-06
9325,ROBO A REPARTIDOR C.V.,S-3.6.6,1,2020-05,2021-05,1,2,16368.0,PADIERNA,2019-06,2020-06
9326,ROBO A REPARTIDOR C.V.,S-3.6.7,6,2020-05,2021-05,9,15,43142.0,PADIERNA,2019-06,2020-06
9327,ROBO A REPARTIDOR C.V.,S-3.6.8,1,2020-05,2021-05,5,6,47637.0,PADIERNA,2019-06,2020-06
9328,ROBO A REPARTIDOR S.V.,C-1.1.1,1,2020-05,2021-05,0,1,36.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9329,ROBO A REPARTIDOR S.V.,C-1.1.2,-3,2020-05,2021-05,5,2,729.0,CORREDOR-CENTRO,2019-06,2020-06
9330,ROBO A REPARTIDOR S.V.,C-1.1.3,-1,2020-05,2021-05,5,4,811.0,CORREDOR-CENTRO,2019-06,2020-06
9331,ROBO A REPARTIDOR S.V.,C-1.1.4,6,2020-05,2021-05,0,6,4116.0,MIXCALCO-HERALDO,2019-06,2020-06
9332,ROBO A REPARTIDOR S.V.,C-1.1.6,-1,2020-05,2021-05,3,2,4141.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9333,ROBO A REPARTIDOR S.V.,C-1.1.7,2,2020-05,2021-05,0,2,2251.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9334,ROBO A REPARTIDOR S.V.,C-1.1.8,-2,2020-05,2021-05,2,0,1525.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9335,ROBO A REPARTIDOR S.V.,C-1.1.9,-1,2020-05,2021-05,7,6,2538.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9336,ROBO A REPARTIDOR S.V.,C-1.2.1,2,2020-05,2021-05,0,2,3284.0,MIXCALCO-HERALDO,2019-06,2020-06
9337,ROBO A REPARTIDOR S.V.,C-1.2.2,0,2020-05,2021-05,1,1,5282.0,MIXCALCO-HERALDO,2019-06,2020-06
9338,ROBO A REPARTIDOR S.V.,C-1.2.3,0,2020-05,2021-05,0,0,1436.0,MIXCALCO-HERALDO,2019-06,2020-06
9339,ROBO A REPARTIDOR S.V.,C-1.2.4,-7,2020-05,2021-05,12,5,5040.0,MIXCALCO-HERALDO,2019-06,2020-06
9340,ROBO A REPARTIDOR S.V.,C-1.2.5,0,2020-05,2021-05,1,1,5681.0,MIXCALCO-HERALDO,2019-06,2020-06
9341,ROBO A REPARTIDOR S.V.,C-1.2.6,1,2020-05,2021-05,4,5,2283.0,MIXCALCO-HERALDO,2019-06,2020-06
9342,ROBO A REPARTIDOR S.V.,C-1.2.7,-2,2020-05,2021-05,3,1,7182.0,CORREDOR-CENTRO,2019-06,2020-06
9343,ROBO A REPARTIDOR S.V.,C-1.2.8,3,2020-05,2021-05,0,3,10129.0,CORREDOR-CENTRO,2019-06,2020-06
9344,ROBO A REPARTIDOR S.V.,C-1.3.1,0,2020-05,2021-05,0,0,3266.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9345,ROBO A REPARTIDOR S.V.,C-1.3.10,1,2020-05,2021-05,0,1,892.0,ANGEL-ZONA ROSA,2019-06,2020-06
9346,ROBO A REPARTIDOR S.V.,C-1.3.11,1,2020-05,2021-05,0,1,1490.0,ANGEL-ZONA ROSA,2019-06,2020-06
9347,ROBO A REPARTIDOR S.V.,C-1.3.12,0,2020-05,2021-05,0,0,1400.0,ANGEL-ZONA ROSA,2019-06,2020-06
9348,ROBO A REPARTIDOR S.V.,C-1.3.13,0,2020-05,2021-05,0,0,1594.0,ANGEL-ZONA ROSA,2019-06,2020-06
9349,ROBO A REPARTIDOR S.V.,C-1.3.14,0,2020-05,2021-05,0,0,2004.0,ANGEL-ZONA ROSA,2019-06,2020-06
9350,ROBO A REPARTIDOR S.V.,C-1.3.15,0,2020-05,2021-05,0,0,1413.0,ANGEL-ZONA ROSA,2019-06,2020-06
9351,ROBO A REPARTIDOR S.V.,C-1.3.16,-1,2020-05,2021-05,1,0,1851.0,ANGEL-ZONA ROSA,2019-06,2020-06
9352,ROBO A REPARTIDOR S.V.,C-1.3.17,1,2020-05,2021-05,0,1,3219.0,ANGEL-ZONA ROSA,2019-06,2020-06
9353,ROBO A REPARTIDOR S.V.,C-1.3.18,0,2020-05,2021-05,0,0,3452.0,ANGEL-ZONA ROSA,2019-06,2020-06
9354,ROBO A REPARTIDOR S.V.,C-1.3.19,0,2020-05,2021-05,0,0,4441.0,ANGEL-ZONA ROSA,2019-06,2020-06
9355,ROBO A REPARTIDOR S.V.,C-1.3.2,0,2020-05,2021-05,0,0,2507.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9356,ROBO A REPARTIDOR S.V.,C-1.3.20,0,2020-05,2021-05,0,0,1929.0,ANGEL-ZONA ROSA,2019-06,2020-06
9357,ROBO A REPARTIDOR S.V.,C-1.3.3,2,2020-05,2021-05,0,2,2983.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9358,ROBO A REPARTIDOR S.V.,C-1.3.4,1,2020-05,2021-05,0,1,2424.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9359,ROBO A REPARTIDOR S.V.,C-1.3.5,1,2020-05,2021-05,0,1,1860.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9360,ROBO A REPARTIDOR S.V.,C-1.3.6,0,2020-05,2021-05,0,0,1407.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9361,ROBO A REPARTIDOR S.V.,C-1.3.7,-2,2020-05,2021-05,2,0,2825.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9362,ROBO A REPARTIDOR S.V.,C-1.3.8,0,2020-05,2021-05,0,0,2154.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9363,ROBO A REPARTIDOR S.V.,C-1.3.9,-1,2020-05,2021-05,1,0,1921.0,ANGEL-ZONA ROSA,2019-06,2020-06
9364,ROBO A REPARTIDOR S.V.,C-1.5.5,-3,2020-05,2021-05,4,1,2228.0,MIXCALCO-HERALDO,2019-06,2020-06
9365,ROBO A REPARTIDOR S.V.,C-2.1.1,0,2020-05,2021-05,0,0,9108.0,ASTURIAS,2019-06,2020-06
9366,ROBO A REPARTIDOR S.V.,C-2.1.10,0,2020-05,2021-05,0,0,9138.0,ASTURIAS,2019-06,2020-06
9367,ROBO A REPARTIDOR S.V.,C-2.1.11,-1,2020-05,2021-05,1,0,2915.0,ASTURIAS,2019-06,2020-06
9368,ROBO A REPARTIDOR S.V.,C-2.1.12,-1,2020-05,2021-05,1,0,7248.0,ASTURIAS,2019-06,2020-06
9369,ROBO A REPARTIDOR S.V.,C-2.1.13,2,2020-05,2021-05,1,3,6577.0,ASTURIAS,2019-06,2020-06
9370,ROBO A REPARTIDOR S.V.,C-2.1.14,-3,2020-05,2021-05,3,0,9804.0,ASTURIAS,2019-06,2020-06
9371,ROBO A REPARTIDOR S.V.,C-2.1.15,0,2020-05,2021-05,0,0,4290.0,ASTURIAS,2019-06,2020-06
9372,ROBO A REPARTIDOR S.V.,C-2.1.16,0,2020-05,2021-05,1,1,5336.0,ASTURIAS,2019-06,2020-06
9373,ROBO A REPARTIDOR S.V.,C-2.1.17,0,2020-05,2021-05,0,0,9684.0,ASTURIAS,2019-06,2020-06
9374,ROBO A REPARTIDOR S.V.,C-2.1.18,0,2020-05,2021-05,0,0,4621.0,ASTURIAS,2019-06,2020-06
9375,ROBO A REPARTIDOR S.V.,C-2.1.2,0,2020-05,2021-05,0,0,4684.0,ASTURIAS,2019-06,2020-06
9376,ROBO A REPARTIDOR S.V.,C-2.1.3,-1,2020-05,2021-05,1,0,8684.0,ASTURIAS,2019-06,2020-06
9377,ROBO A REPARTIDOR S.V.,C-2.1.4,0,2020-05,2021-05,0,0,10072.0,ASTURIAS,2019-06,2020-06
9378,ROBO A REPARTIDOR S.V.,C-2.1.5,0,2020-05,2021-05,0,0,2967.0,ASTURIAS,2019-06,2020-06
9379,ROBO A REPARTIDOR S.V.,C-2.1.6,0,2020-05,2021-05,0,0,5381.0,ASTURIAS,2019-06,2020-06
9380,ROBO A REPARTIDOR S.V.,C-2.1.7,-1,2020-05,2021-05,1,0,8944.0,ASTURIAS,2019-06,2020-06
9381,ROBO A REPARTIDOR S.V.,C-2.1.8,-1,2020-05,2021-05,1,0,12999.0,ASTURIAS,2019-06,2020-06
9382,ROBO A REPARTIDOR S.V.,C-2.1.9,-1,2020-05,2021-05,1,0,4318.0,ASTURIAS,2019-06,2020-06
9383,ROBO A REPARTIDOR S.V.,C-2.2.1,-2,2020-05,2021-05,2,0,7494.0,BUENAVISTA,2019-06,2020-06
9384,ROBO A REPARTIDOR S.V.,C-2.2.10,1,2020-05,2021-05,0,1,839.0,BUENAVISTA,2019-06,2020-06
9385,ROBO A REPARTIDOR S.V.,C-2.2.11,0,2020-05,2021-05,0,0,7260.0,BUENAVISTA,2019-06,2020-06
9386,ROBO A REPARTIDOR S.V.,C-2.2.12,-1,2020-05,2021-05,1,0,9110.0,BUENAVISTA,2019-06,2020-06
9387,ROBO A REPARTIDOR S.V.,C-2.2.13,0,2020-05,2021-05,0,0,2760.0,BUENAVISTA,2019-06,2020-06
9388,ROBO A REPARTIDOR S.V.,C-2.2.14,0,2020-05,2021-05,0,0,4567.0,BUENAVISTA,2019-06,2020-06
9389,ROBO A REPARTIDOR S.V.,C-2.2.15,-1,2020-05,2021-05,1,0,9075.0,BUENAVISTA,2019-06,2020-06
9390,ROBO A REPARTIDOR S.V.,C-2.2.16,1,2020-05,2021-05,0,1,5227.0,BUENAVISTA,2019-06,2020-06
9391,ROBO A REPARTIDOR S.V.,C-2.2.17,1,2020-05,2021-05,0,1,1861.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9392,ROBO A REPARTIDOR S.V.,C-2.2.18,0,2020-05,2021-05,0,0,2479.0,REVOLUCION-ALAMEDA,2019-06,2020-06
9393,ROBO A REPARTIDOR S.V.,C-2.2.2,-1,2020-05,2021-05,1,0,8422.0,BUENAVISTA,2019-06,2020-06
9394,ROBO A REPARTIDOR S.V.,C-2.2.3,0,2020-05,2021-05,0,0,4746.0,BUENAVISTA,2019-06,2020-06
9395,ROBO A REPARTIDOR S.V.,C-2.2.4,0,2020-05,2021-05,0,0,7555.0,BUENAVISTA,2019-06,2020-06
9396,ROBO A REPARTIDOR S.V.,C-2.2.5,0,2020-05,2021-05,0,0,3118.0,BUENAVISTA,2019-06,2020-06
9397,ROBO A REPARTIDOR S.V.,C-2.2.6,-1,2020-05,2021-05,1,0,4477.0,BUENAVISTA,2019-06,2020-06
9398,ROBO A REPARTIDOR S.V.,C-2.2.7,1,2020-05,2021-05,0,1,5148.0,BUENAVISTA,2019-06,2020-06
9399,ROBO A REPARTIDOR S.V.,C-2.2.8,0,2020-05,2021-05,1,1,8037.0,BUENAVISTA,2019-06,2020-06
9400,ROBO A REPARTIDOR S.V.,C-2.2.9,0,2020-05,2021-05,0,0,6729.0,BUENAVISTA,2019-06,2020-06
9401,ROBO A REPARTIDOR S.V.,C-2.3.1,-1,2020-05,2021-05,1,0,4471.0,MORELOS,2019-06,2020-06
9402,ROBO A REPARTIDOR S.V.,C-2.3.2,4,2020-05,2021-05,0,4,12649.0,MORELOS,2019-06,2020-06
9403,ROBO A REPARTIDOR S.V.,C-2.3.3,0,2020-05,2021-05,0,0,6832.0,MORELOS,2019-06,2020-06
9404,ROBO A REPARTIDOR S.V.,C-2.3.4,0,2020-05,2021-05,0,0,6619.0,MORELOS,2019-06,2020-06
9405,ROBO A REPARTIDOR S.V.,C-2.3.5,0,2020-05,2021-05,0,0,5091.0,MORELOS,2019-06,2020-06
9406,ROBO A REPARTIDOR S.V.,C-2.4.1,0,2020-05,2021-05,1,1,3896.0,ROMA,2019-06,2020-06
9407,ROBO A REPARTIDOR S.V.,C-2.4.10,1,2020-05,2021-05,1,2,5640.0,ROMA,2019-06,2020-06
9408,ROBO A REPARTIDOR S.V.,C-2.4.11,-2,2020-05,2021-05,3,1,6134.0,ROMA,2019-06,2020-06
9409,ROBO A REPARTIDOR S.V.,C-2.4.12,1,2020-05,2021-05,0,1,6542.0,ROMA,2019-06,2020-06
9410,ROBO A REPARTIDOR S.V.,C-2.4.13,1,2020-05,2021-05,0,1,7814.0,ROMA,2019-06,2020-06
9411,ROBO A REPARTIDOR S.V.,C-2.4.14,-1,2020-05,2021-05,1,0,4759.0,ROMA,2019-06,2020-06
9412,ROBO A REPARTIDOR S.V.,C-2.4.15,0,2020-05,2021-05,0,0,4274.0,ROMA,2019-06,2020-06
9413,ROBO A REPARTIDOR S.V.,C-2.4.2,0,2020-05,2021-05,0,0,4132.0,ROMA,2019-06,2020-06
9414,ROBO A REPARTIDOR S.V.,C-2.4.3,0,2020-05,2021-05,0,0,1996.0,ROMA,2019-06,2020-06
9415,ROBO A REPARTIDOR S.V.,C-2.4.4,1,2020-05,2021-05,0,1,2662.0,ROMA,2019-06,2020-06
9416,ROBO A REPARTIDOR S.V.,C-2.4.5,0,2020-05,2021-05,0,0,5796.0,ROMA,2019-06,2020-06
9417,ROBO A REPARTIDOR S.V.,C-2.4.6,1,2020-05,2021-05,0,1,6909.0,ROMA,2019-06,2020-06
9418,ROBO A REPARTIDOR S.V.,C-2.4.7,1,2020-05,2021-05,0,1,4140.0,ROMA,2019-06,2020-06
9419,ROBO A REPARTIDOR S.V.,C-2.4.8,-3,2020-05,2021-05,3,0,3403.0,ROMA,2019-06,2020-06
9420,ROBO A REPARTIDOR S.V.,C-2.4.9,0,2020-05,2021-05,1,1,2337.0,ROMA,2019-06,2020-06
9421,ROBO A REPARTIDOR S.V.,C-2.5.1,0,2020-05,2021-05,0,0,8050.0,TLATELOLCO,2019-06,2020-06
9422,ROBO A REPARTIDOR S.V.,C-2.5.10,0,2020-05,2021-05,0,0,11178.0,TLATELOLCO,2019-06,2020-06
9423,ROBO A REPARTIDOR S.V.,C-2.5.11,1,2020-05,2021-05,0,1,8487.0,TLATELOLCO,2019-06,2020-06
9424,ROBO A REPARTIDOR S.V.,C-2.5.12,-1,2020-05,2021-05,1,0,8178.0,TLATELOLCO,2019-06,2020-06
9425,ROBO A REPARTIDOR S.V.,C-2.5.2,-1,2020-05,2021-05,2,1,4928.0,TLATELOLCO,2019-06,2020-06
9426,ROBO A REPARTIDOR S.V.,C-2.5.3,0,2020-05,2021-05,0,0,2935.0,TLATELOLCO,2019-06,2020-06
9427,ROBO A REPARTIDOR S.V.,C-2.5.4,-1,2020-05,2021-05,1,0,10190.0,TLATELOLCO,2019-06,2020-06
9428,ROBO A REPARTIDOR S.V.,C-2.5.5,1,2020-05,2021-05,0,1,5406.0,TLATELOLCO,2019-06,2020-06
9429,ROBO A REPARTIDOR S.V.,C-2.5.6,-2,2020-05,2021-05,2,0,16096.0,TLATELOLCO,2019-06,2020-06
9430,ROBO A REPARTIDOR S.V.,C-2.5.7,1,2020-05,2021-05,0,1,6281.0,TLATELOLCO,2019-06,2020-06
9431,ROBO A REPARTIDOR S.V.,C-2.5.8,0,2020-05,2021-05,0,0,4491.0,TLATELOLCO,2019-06,2020-06
9432,ROBO A REPARTIDOR S.V.,C-2.5.9,0,2020-05,2021-05,0,0,10117.0,TLATELOLCO,2019-06,2020-06
9433,ROBO A REPARTIDOR S.V.,N-1.1.1,0,2020-05,2021-05,0,0,15315.0,CUAUTEPEC,2019-06,2020-06
9434,ROBO A REPARTIDOR S.V.,N-1.1.10,0,2020-05,2021-05,0,0,5219.0,CUAUTEPEC,2019-06,2020-06
9435,ROBO A REPARTIDOR S.V.,N-1.1.11,0,2020-05,2021-05,0,0,4959.0,CUAUTEPEC,2019-06,2020-06
9436,ROBO A REPARTIDOR S.V.,N-1.1.12,0,2020-05,2021-05,0,0,13429.0,CUAUTEPEC,2019-06,2020-06
9437,ROBO A REPARTIDOR S.V.,N-1.1.13,-1,2020-05,2021-05,1,0,18341.0,CUAUTEPEC,2019-06,2020-06
9438,ROBO A REPARTIDOR S.V.,N-1.1.14,0,2020-05,2021-05,0,0,8607.0,CUAUTEPEC,2019-06,2020-06
9439,ROBO A REPARTIDOR S.V.,N-1.1.15,0,2020-05,2021-05,0,0,14996.0,CUAUTEPEC,2019-06,2020-06
9440,ROBO A REPARTIDOR S.V.,N-1.1.16,0,2020-05,2021-05,0,0,13215.0,CUAUTEPEC,2019-06,2020-06
9441,ROBO A REPARTIDOR S.V.,N-1.1.17,0,2020-05,2021-05,0,0,13514.0,CUAUTEPEC,2019-06,2020-06
9442,ROBO A REPARTIDOR S.V.,N-1.1.18,-1,2020-05,2021-05,1,0,30453.0,CUAUTEPEC,2019-06,2020-06
9443,ROBO A REPARTIDOR S.V.,N-1.1.19,0,2020-05,2021-05,0,0,14101.0,CUAUTEPEC,2019-06,2020-06
9444,ROBO A REPARTIDOR S.V.,N-1.1.2,2,2020-05,2021-05,0,2,21058.0,CUAUTEPEC,2019-06,2020-06
9445,ROBO A REPARTIDOR S.V.,N-1.1.20,0,2020-05,2021-05,0,0,16797.0,CUAUTEPEC,2019-06,2020-06
9446,ROBO A REPARTIDOR S.V.,N-1.1.21,0,2020-05,2021-05,0,0,10921.0,CUAUTEPEC,2019-06,2020-06
9447,ROBO A REPARTIDOR S.V.,N-1.1.3,0,2020-05,2021-05,0,0,24271.0,CUAUTEPEC,2019-06,2020-06
9448,ROBO A REPARTIDOR S.V.,N-1.1.4,0,2020-05,2021-05,0,0,9411.0,CUAUTEPEC,2019-06,2020-06
9449,ROBO A REPARTIDOR S.V.,N-1.1.5,0,2020-05,2021-05,1,1,11447.0,CUAUTEPEC,2019-06,2020-06
9450,ROBO A REPARTIDOR S.V.,N-1.1.6,1,2020-05,2021-05,1,2,14525.0,CUAUTEPEC,2019-06,2020-06
9451,ROBO A REPARTIDOR S.V.,N-1.1.7,0,2020-05,2021-05,0,0,2195.0,CUAUTEPEC,2019-06,2020-06
9452,ROBO A REPARTIDOR S.V.,N-1.1.8,0,2020-05,2021-05,0,0,13794.0,CUAUTEPEC,2019-06,2020-06
9453,ROBO A REPARTIDOR S.V.,N-1.1.9,0,2020-05,2021-05,0,0,3929.0,CUAUTEPEC,2019-06,2020-06
9454,ROBO A REPARTIDOR S.V.,N-1.2.1,2,2020-05,2021-05,0,2,16393.0,LINDAVISTA,2019-06,2020-06
9455,ROBO A REPARTIDOR S.V.,N-1.2.10,1,2020-05,2021-05,0,1,8033.0,LINDAVISTA,2019-06,2020-06
9456,ROBO A REPARTIDOR S.V.,N-1.2.11,-1,2020-05,2021-05,2,1,3682.0,LINDAVISTA,2019-06,2020-06
9457,ROBO A REPARTIDOR S.V.,N-1.2.12,0,2020-05,2021-05,0,0,4654.0,LINDAVISTA,2019-06,2020-06
9458,ROBO A REPARTIDOR S.V.,N-1.2.13,0,2020-05,2021-05,0,0,5496.0,LINDAVISTA,2019-06,2020-06
9459,ROBO A REPARTIDOR S.V.,N-1.2.14,0,2020-05,2021-05,0,0,5732.0,LINDAVISTA,2019-06,2020-06
9460,ROBO A REPARTIDOR S.V.,N-1.2.15,1,2020-05,2021-05,0,1,10360.0,LINDAVISTA,2019-06,2020-06
9461,ROBO A REPARTIDOR S.V.,N-1.2.16,0,2020-05,2021-05,0,0,3422.0,LINDAVISTA,2019-06,2020-06
9462,ROBO A REPARTIDOR S.V.,N-1.2.17,0,2020-05,2021-05,1,1,10830.0,LINDAVISTA,2019-06,2020-06
9463,ROBO A REPARTIDOR S.V.,N-1.2.2,-1,2020-05,2021-05,1,0,33.0,LINDAVISTA,2019-06,2020-06
9464,ROBO A REPARTIDOR S.V.,N-1.2.3,0,2020-05,2021-05,0,0,6234.0,LINDAVISTA,2019-06,2020-06
9465,ROBO A REPARTIDOR S.V.,N-1.2.4,0,2020-05,2021-05,0,0,3105.0,LINDAVISTA,2019-06,2020-06
9466,ROBO A REPARTIDOR S.V.,N-1.2.5,1,2020-05,2021-05,0,1,2029.0,LINDAVISTA,2019-06,2020-06
9467,ROBO A REPARTIDOR S.V.,N-1.2.6,1,2020-05,2021-05,1,2,2588.0,LINDAVISTA,2019-06,2020-06
9468,ROBO A REPARTIDOR S.V.,N-1.2.7,0,2020-05,2021-05,0,0,1931.0,LINDAVISTA,2019-06,2020-06
9469,ROBO A REPARTIDOR S.V.,N-1.2.8,3,2020-05,2021-05,0,3,4937.0,LINDAVISTA,2019-06,2020-06
9470,ROBO A REPARTIDOR S.V.,N-1.2.9,-1,2020-05,2021-05,1,0,3179.0,LINDAVISTA,2019-06,2020-06
9471,ROBO A REPARTIDOR S.V.,N-1.3.1,1,2020-05,2021-05,0,1,14187.0,TICOMAN,2019-06,2020-06
9472,ROBO A REPARTIDOR S.V.,N-1.3.10,0,2020-05,2021-05,1,1,17800.0,TICOMAN,2019-06,2020-06
9473,ROBO A REPARTIDOR S.V.,N-1.3.11,-2,2020-05,2021-05,2,0,7695.0,TICOMAN,2019-06,2020-06
9474,ROBO A REPARTIDOR S.V.,N-1.3.12,0,2020-05,2021-05,0,0,17795.0,TICOMAN,2019-06,2020-06
9475,ROBO A REPARTIDOR S.V.,N-1.3.13,-3,2020-05,2021-05,6,3,17.0,TICOMAN,2019-06,2020-06
9476,ROBO A REPARTIDOR S.V.,N-1.3.2,-1,2020-05,2021-05,1,0,8355.0,TICOMAN,2019-06,2020-06
9477,ROBO A REPARTIDOR S.V.,N-1.3.3,0,2020-05,2021-05,0,0,13908.0,TICOMAN,2019-06,2020-06
9478,ROBO A REPARTIDOR S.V.,N-1.3.4,0,2020-05,2021-05,0,0,7819.0,TICOMAN,2019-06,2020-06
9479,ROBO A REPARTIDOR S.V.,N-1.3.5,1,2020-05,2021-05,0,1,9553.0,TICOMAN,2019-06,2020-06
9480,ROBO A REPARTIDOR S.V.,N-1.3.6,0,2020-05,2021-05,0,0,11019.0,TICOMAN,2019-06,2020-06
